Run,Iteration,Wavelength_Index,Coefficient
0,1,0,0.01479057319609297
0,1,1,0.01960112861689793
0,1,2,0.04606800586237052
0,1,3,0.15852766861053094
0,1,4,0.13212450371616094
0,1,5,0.09282194959361949
0,1,6,0.07768149610997288
0,1,7,0.044461817872625965
0,1,8,0.027573272500768947
0,1,9,0.02505096963310124
0,1,10,0.026547022694142705
0,1,11,0.027165087128485418
0,1,12,0.030724847426586908
0,1,13,0.028801387583252715
0,1,14,0.026791888011692376
0,1,15,0.02707449580071204
0,1,16,0.02343935311552956
0,1,17,0.024620777567401008
0,1,18,0.024507573659252522
0,1,19,0.02300233518936334
0,1,20,0.01866713265844388
0,1,21,0.01351936886195798
0,1,22,0.010704239572328038
0,1,23,0.009767149245066225
0,1,24,0.008873847566648732
0,1,25,0.009362212109748745
0,1,26,0.009731605150968832
0,1,27,0.009526555687685723
0,1,28,0.010096630396933363
0,1,29,0.010822337440510739
0,1,30,0.010700359461898323
0,1,31,0.011159064225981744
0,1,32,0.010979567408102946
0,1,33,0.011264788961226653
0,1,34,0.011880187835831807
0,1,35,0.013343784702012968
0,1,36,0.025980424189939105
0,1,37,0.04415532743502504
0,1,38,0.08831600250695792
0,1,39,0.06620452288404953
0,1,40,0.05354521287590493
0,1,41,0.04715918160520091
0,1,42,0.018603793421946516
0,1,43,0.035778814226517935
0,1,44,0.037806559445452345
0,1,45,0.03404278675688646
0,1,46,0.030752791701937714
0,1,47,0.02692978504066278
0,1,48,0.019943722994874125
0,1,49,0.019414532341180298
0,1,50,0.020537609765419306
0,1,51,0.019497226916249603
0,1,52,0.01758537181935561
0,1,53,0.01653419141729017
0,1,54,0.017093410597019704
0,1,55,0.016966460493531784
0,1,56,0.011398133793569697
0,1,57,0.009489736667545582
0,1,58,0.008480453821909076
0,1,59,0.009188644107258634
0,1,60,0.004177283539475859
0,1,61,0.004316754425237404
0,1,62,0.004735785280563786
0,1,63,0.00622491358574871
0,1,64,0.013532978185864197
0,1,65,0.018867776606199062
0,1,66,0.025076705815217534
0,1,67,0.024228284832284838
0,1,68,0.023209820359579258
0,1,69,0.022074992529577158
0,1,70,0.02044287538940716
0,1,71,0.019152902885315525
0,1,72,0.018330213787657337
0,1,73,0.017598670786038946
0,1,74,0.016991839839940816
0,1,75,0.017434263797302525
0,1,76,0.016565805959364254
0,1,77,0.013288700123994536
0,1,78,0.009419103107989983
0,1,79,0.004876301905301485
0,1,80,0.004680436171800347
0,1,81,0.0049434648136583974
0,1,82,0.005516258798915864
0,1,83,0.006865929447716351
0,1,84,0.015445079173861412
0,1,85,0.023249516507140723
0,1,86,0.023374720915569375
0,1,87,0.03027331119788821
0,1,88,0.026529721210993763
0,1,89,0.03179620438602687
0,1,90,0.037776785584127434
0,1,91,0.04224527118068608
0,1,92,0.0421937169573024
0,1,93,0.038460686452258384
0,1,94,0.028023588706720712
0,1,95,0.024468136498391448
0,1,96,0.037732251900768565
0,1,97,0.02670827615998303
0,1,98,0.03421141489764419
0,1,99,0.04184620299943418
0,1,100,0.04218749064494917
0,1,101,0.03349689919153606
0,1,102,0.025106888452503674
0,1,103,0.01925943063913095
0,1,104,0.013744905245371362
0,1,105,0.008552900992035994
0,1,106,0.0038637142710381267
0,1,107,0.006490503720414332
0,1,108,0.010510253036208436
0,1,109,0.013563975279402975
0,1,110,0.021991718465514065
0,1,111,0.07124569237754366
0,1,112,0.06726171650112293
0,1,113,0.06172923271343005
0,1,114,0.08808680312452094
0,1,115,0.043752944546257375
0,1,116,0.03332007583632254
0,1,117,0.02713300965266217
0,1,118,0.02629383825850524
0,1,119,0.027623091410657476
0,1,120,0.0285307239627529
0,1,121,0.03244613221914072
0,1,122,0.03955895137564162
0,1,123,0.06392301898818975
0,1,124,0.06040676443215103
0,1,125,0.06765264766721824
0,1,126,0.09373833313856939
0,1,127,0.10023517358010067
0,1,128,0.10853775503482936
0,1,129,0.12711374664659345
0,1,130,0.16414896739358786
0,1,131,0.1931751776815267
0,1,132,0.19295895469575336
0,1,133,0.17101946682271305
0,1,134,0.14765316759068464
0,1,135,0.14673507485989581
0,1,136,0.14196801689220073
0,1,137,0.1420970027406801
0,1,138,0.11380329285813545
0,1,139,0.08659391197807245
0,1,140,0.07282949200764291
0,1,141,0.0803825861989646
0,1,142,0.06604481513870938
0,1,143,0.04574148880089618
0,1,144,0.028275023760820604
0,1,145,0.016685453627608975
0,1,146,0.008148244080588547
0,1,147,0.005089837192272823
0,1,148,0.007185609838558488
0,1,149,0.02322441205583628
0,1,150,0.0375669227035018
0,1,151,0.023393038836043857
0,1,152,0.021918785358297124
0,1,153,0.04286294509825796
0,1,154,0.0380161515257727
0,1,155,0.045149449635223916
0,1,156,0.02004773011802998
0,1,157,0.018423862230436492
0,1,158,0.02556632097506069
0,1,159,0.030281835625498698
0,1,160,0.02602788673934738
0,1,161,0.019521861311618212
0,1,162,0.018308408883417948
0,1,163,0.017537741941701688
0,1,164,0.017395198320597514
0,1,165,0.018183685965096664
0,1,166,0.018579305793701862
0,1,167,0.01957771426997292
0,1,168,0.021659166941197718
0,1,169,0.023733228257777947
0,1,170,0.02540660323529298
0,1,171,0.026059188118210348
0,1,172,0.026299539093134375
0,1,173,0.030285779237310132
0,1,174,0.03188237028225676
0,1,175,0.029782091123880878
0,1,176,0.03041218526089161
0,1,177,0.03123296035130177
0,1,178,0.03447153719980948
0,1,179,0.0358489988269238
0,1,180,0.03732006991419686
0,1,181,0.03776393128233953
0,1,182,0.03724028018987703
0,1,183,0.037383259638405705
0,1,184,0.03740295088191732
0,1,185,0.03392369000241552
0,1,186,0.032706205209610345
0,1,187,0.0298348771580256
0,1,188,0.026976124926199125
0,1,189,0.027026903753249114
0,1,190,0.020619375922314012
0,1,191,0.01833976271138439
0,1,192,0.016510690661055833
0,1,193,0.017379974760664434
0,1,194,0.017381129314747612
0,1,195,0.015489825140606234
0,1,196,0.024867602677336433
0,1,197,0.01923371380123466
0,1,198,0.010895113696846117
0,1,199,0.022487526890930084
0,1,200,0.007934793809331203
0,1,201,0.002474647636305126
0,1,202,0.0027872360484639093
0,1,203,0.0016526362954641155
0,2,0,0.014839331214475534
0,2,1,0.019863107361519486
0,2,2,0.04599601419731682
0,2,3,0.1606828954343087
0,2,4,0.13378658245997016
0,2,5,0.09410258438965424
0,2,6,0.07943196587914238
0,2,7,0.04446174757393717
0,2,8,0.02782844311956365
0,2,9,0.02526610300745283
0,2,10,0.026722546251687455
0,2,11,0.02729982235135322
0,2,12,0.030822906998696074
0,2,13,0.02896281516409767
0,2,14,0.026919330729954047
0,2,15,0.027240021015603803
0,2,16,0.023562472541023383
0,2,17,0.02453575801240176
0,2,18,0.024498673237290543
0,2,19,0.023000229579102336
0,2,20,0.018738852552160627
0,2,21,0.013557721288221795
0,2,22,0.010787502576343404
0,2,23,0.00983023825475248
0,2,24,0.008929160036549123
0,2,25,0.009399717445679662
0,2,26,0.00976595984889703
0,2,27,0.009547972920391879
0,2,28,0.010053639795326755
0,2,29,0.010758955491019517
0,2,30,0.010609578601582376
0,2,31,0.011052475445980096
0,2,32,0.010896910587464803
0,2,33,0.011155926096148244
0,2,34,0.011844684208401568
0,2,35,0.013610825932482765
0,2,36,0.0262867913661862
0,2,37,0.044787325751012186
0,2,38,0.09013424978949812
0,2,39,0.06657438076661439
0,2,40,0.05375151062323389
0,2,41,0.04742970475950787
0,2,42,0.01866544215547455
0,2,43,0.03596862678708048
0,2,44,0.03803997802484007
0,2,45,0.034270044979433416
0,2,46,0.030974069616034577
0,2,47,0.027069478071526126
0,2,48,0.02001967419677072
0,2,49,0.01952449956460599
0,2,50,0.020500879407862296
0,2,51,0.019520192178332476
0,2,52,0.01751260932745737
0,2,53,0.016622889177068615
0,2,54,0.01718136158385119
0,2,55,0.01697367824305299
0,2,56,0.011431822961662584
0,2,57,0.00944940302611534
0,2,58,0.00842433912705167
0,2,59,0.009181794228153298
0,2,60,0.0042090500224719225
0,2,61,0.0043462008186203605
0,2,62,0.004773305939918825
0,2,63,0.006239005223865823
0,2,64,0.013658424325313508
0,2,65,0.018934319794433035
0,2,66,0.02519606689148233
0,2,67,0.02423057701918826
0,2,68,0.023155101720213348
0,2,69,0.02193889439806971
0,2,70,0.020329938182506453
0,2,71,0.019107370931685682
0,2,72,0.01826503029946257
0,2,73,0.017628080358124985
0,2,74,0.017113015508825644
0,2,75,0.017554730255836586
0,2,76,0.016666626081479487
0,2,77,0.013432695588320418
0,2,78,0.009535869851523993
0,2,79,0.005001078079272162
0,2,80,0.004776617431819395
0,2,81,0.005032019932771268
0,2,82,0.005575803136011783
0,2,83,0.006923003814080001
0,2,84,0.015410815184360225
0,2,85,0.023083284438949383
0,2,86,0.023213350823933516
0,2,87,0.030248253758800317
0,2,88,0.026365129391420872
0,2,89,0.031676116963017066
0,2,90,0.03743943997793793
0,2,91,0.04193999105388407
0,2,92,0.041933404001186586
0,2,93,0.03815402501559523
0,2,94,0.027764657614240094
0,2,95,0.02418240953773665
0,2,96,0.03715094770478484
0,2,97,0.02649938701448355
0,2,98,0.03401435644358743
0,2,99,0.041362566702853716
0,2,100,0.041927965739486206
0,2,101,0.033081275684776125
