Run,Iteration,Wavelength_Index,Coefficient
34,1,0,0.041478487879968294
34,1,1,0.06733658405589532
34,1,2,0.14317445712510385
34,1,3,0.11154591081674198
34,1,4,0.055800706058065766
34,1,5,0.04311360962418961
34,1,6,0.04021604750296289
34,1,7,0.025104470701912036
34,1,8,0.015556441108460085
34,1,9,0.01235656377158892
34,1,10,0.010312826867245311
34,1,11,0.008381660575588538
34,1,12,0.007624884707093093
34,1,13,0.006223757939903724
34,1,14,0.005087547918278109
34,1,15,0.0054609600602259405
34,1,16,0.0070648291683842925
34,1,17,0.008544159317527451
34,1,18,0.008812806654989364
34,1,19,0.00813151958733201
34,1,20,0.006331464108658023
34,1,21,0.004621773414194421
34,1,22,0.004159027664952927
34,1,23,0.004204243003592506
34,1,24,0.004104290707211385
34,1,25,0.004327113286175632
34,1,26,0.004672357594045024
34,1,27,0.004705320038476786
34,1,28,0.004683218820015278
34,1,29,0.004865598890524809
34,1,30,0.004476618387417536
34,1,31,0.004544597831059807
34,1,32,0.004662545940764973
34,1,33,0.004626036759577872
34,1,34,0.005436616557562517
34,1,35,0.006634439906023736
34,1,36,0.010086236269121064
34,1,37,0.018984424638016844
34,1,38,0.10159082308520408
34,1,39,0.12135017357879951
34,1,40,0.03338663671963064
34,1,41,0.01727512901646347
34,1,42,0.013406672545307615
34,1,43,0.011145870042608775
34,1,44,0.010940770977783825
34,1,45,0.010930760221423518
34,1,46,0.010939516557534142
34,1,47,0.010812103348767397
34,1,48,0.01137768907162446
34,1,49,0.010578045073484086
34,1,50,0.009416695437629873
34,1,51,0.009109053911293737
34,1,52,0.008937929118395844
34,1,53,0.008873962218400953
34,1,54,0.008787813467534851
34,1,55,0.008662982004648316
34,1,56,0.010028773809714637
34,1,57,0.010877742306973501
34,1,58,0.011653208314152202
34,1,59,0.01127053654642698
34,1,60,0.011316864832606726
34,1,61,0.01268198159156063
34,1,62,0.014037053141885197
34,1,63,0.017104436892817647
34,1,64,0.016864204412548014
34,1,65,0.0157160087022396
34,1,66,0.014824179188650003
34,1,67,0.01418638103457744
34,1,68,0.01359160611808345
34,1,69,0.012901226133037782
34,1,70,0.012186479083947524
34,1,71,0.012545692170975798
34,1,72,0.012980026583657548
34,1,73,0.013489671989890841
34,1,74,0.013931347469004799
34,1,75,0.014868769259892646
34,1,76,0.01560579206422822
34,1,77,0.016671812993372767
34,1,78,0.01759326888065609
34,1,79,0.01177007563596645
34,1,80,0.008715676420208417
34,1,81,0.009199618110025594
34,1,82,0.01008020413558408
34,1,83,0.020362453038249073
34,1,84,0.037368886955768926
34,1,85,0.04273410784199003
34,1,86,0.04412198253989839
34,1,87,0.04354802791806776
34,1,88,0.04248108549782907
34,1,89,0.04014514266112912
34,1,90,0.03853330626481573
34,1,91,0.03751783100946551
34,1,92,0.03663248036927097
34,1,93,0.0373129638518434
34,1,94,0.04021500649423928
34,1,95,0.04602012062121521
34,1,96,0.04191258544403593
34,1,97,0.04516473919469301
34,1,98,0.045115708162613725
34,1,99,0.044954105469369295
34,1,100,0.04525942686792387
34,1,101,0.050436548148656016
34,1,102,0.06120373078980991
34,1,103,0.07006704777864593
34,1,104,0.044333542823325384
34,1,105,0.02371387261603864
34,1,106,0.017083961476058597
34,1,107,0.017673433449897597
34,1,108,0.01941879341400163
34,1,109,0.02021723641462172
34,1,110,0.023428942099699784
34,1,111,0.04350411259747923
34,1,112,0.04000642287073362
34,1,113,0.03761508210695351
34,1,114,0.08548596075554843
34,1,115,0.12217172481293082
34,1,116,0.037323596336214876
34,1,117,0.01793861274273927
34,1,118,0.014545199414122438
34,1,119,0.013864561497209545
34,1,120,0.013072853933252
34,1,121,0.013320741007267739
34,1,122,0.015533851510759719
34,1,123,0.025666249371459497
34,1,124,0.020759408584736745
34,1,125,0.020914901704109815
34,1,126,0.03094141123002144
34,1,127,0.02862537088236203
34,1,128,0.02975785081762281
34,1,129,0.040013083834515226
34,1,130,0.06755192373013501
34,1,131,0.07629720883110906
34,1,132,0.10174324067527855
34,1,133,0.11819143388808254
34,1,134,0.14175916815178416
34,1,135,0.1754654163523524
34,1,136,0.2380275525106021
34,1,137,0.2766384053347408
34,1,138,0.3044009584080494
34,1,139,0.26288329585766157
34,1,140,0.2072556527029136
34,1,141,0.1936801429737216
34,1,142,0.12636890552921232
34,1,143,0.06561565489333399
34,1,144,0.03784990521277593
34,1,145,0.02438910752401756
34,1,146,0.01832624247774323
34,1,147,0.017165073601763482
34,1,148,0.015386822506088832
34,1,149,0.015539752262860924
34,1,150,0.03605286410585925
34,1,151,0.16349252816019946
34,1,152,0.17687532467458394
34,1,153,0.019287180620487492
34,1,154,0.019349915036978558
34,1,155,0.023682917576632247
34,1,156,0.1168615601427172
34,1,157,0.09269656272263084
34,1,158,0.06026531401066798
34,1,159,0.03656713520700065
34,1,160,0.04867225771655825
34,1,161,0.08012980757161374
34,1,162,0.07188274315747602
34,1,163,0.068731728385818
34,1,164,0.0669592281337087
