Run,Iteration,Wavelength_Index,Coefficient
2,1,0,0.04137810803741063
2,1,1,0.0658764426858066
2,1,2,0.14021432141658458
2,1,3,0.1098552636928783
2,1,4,0.055183632830691026
2,1,5,0.04262517448720222
2,1,6,0.039687673736155296
2,1,7,0.024791225802792746
2,1,8,0.015387637651243525
2,1,9,0.012266533851220972
2,1,10,0.010278296838312028
2,1,11,0.00839085107699554
2,1,12,0.007624586544311855
2,1,13,0.006210634017945078
2,1,14,0.005102903135312201
2,1,15,0.005444032439694733
2,1,16,0.007041720937492777
2,1,17,0.008634797549237034
2,1,18,0.008874858027967416
2,1,19,0.008209332162706189
2,1,20,0.006390467427922851
2,1,21,0.004608597762991469
2,1,22,0.004138585707955826
2,1,23,0.004186919751090621
2,1,24,0.004105030772621046
2,1,25,0.004337566165038862
2,1,26,0.0046811403527998105
2,1,27,0.0047121516965417274
2,1,28,0.0047102254882806435
2,1,29,0.004891812788042827
2,1,30,0.004509983553265744
2,1,31,0.004585918460619269
2,1,32,0.0046929721337188035
2,1,33,0.004672843292078531
2,1,34,0.005493002306906443
2,1,35,0.006600706405251071
2,1,36,0.010071101298575908
2,1,37,0.01900967864959957
2,1,38,0.10191557599990639
2,1,39,0.12275877524642897
2,1,40,0.03361019725783402
2,1,41,0.017299572326708697
2,1,42,0.013441547962522329
2,1,43,0.011078159002089513
2,1,44,0.010886932443205127
2,1,45,0.010880505943198568
2,1,46,0.01089099087564676
2,1,47,0.010772793797909564
2,1,48,0.011341664904285943
2,1,49,0.010523966795203758
2,1,50,0.00932458688448781
2,1,51,0.009065680982924105
2,1,52,0.00887131557204992
2,1,53,0.008820330728078116
2,1,54,0.008746116055738634
2,1,55,0.00860272362949342
2,1,56,0.009977574914752142
2,1,57,0.010865119748849227
2,1,58,0.011626505202380247
2,1,59,0.011215212177613811
2,1,60,0.011367567262716736
2,1,61,0.012714416727341239
2,1,62,0.014068039291502764
2,1,63,0.017272419665964083
2,1,64,0.016938453998677987
2,1,65,0.01580799627001708
2,1,66,0.01479413195085429
2,1,67,0.014184310900387586
2,1,68,0.013577307182427303
2,1,69,0.012913880430157591
2,1,70,0.012231253197066336
2,1,71,0.012582804964794166
2,1,72,0.013077785438248776
2,1,73,0.013516098883505275
2,1,74,0.014009602653503485
2,1,75,0.01493795253796851
2,1,76,0.015757276686037627
2,1,77,0.016780196417764424
2,1,78,0.017667067110110082
2,1,79,0.011791765435733365
2,1,80,0.008836488574221849
2,1,81,0.009163753569610883
2,1,82,0.010073748326068855
2,1,83,0.020398131967847302
2,1,84,0.03726362860598993
2,1,85,0.042459329627972595
2,1,86,0.043920017960176215
2,1,87,0.04328312563661485
2,1,88,0.04238121670780286
2,1,89,0.04000861817546614
2,1,90,0.038471600907216415
2,1,91,0.03739488624668905
2,1,92,0.036855258865948426
2,1,93,0.03738324031534392
2,1,94,0.04037341232572875
2,1,95,0.04572447199185267
2,1,96,0.04206304281051703
2,1,97,0.0453638219741967
2,1,98,0.04542218486862467
2,1,99,0.04535016146888194
2,1,100,0.04548381634948043
2,1,101,0.050451540691899825
2,1,102,0.060864346772959974
2,1,103,0.06972349229640479
2,1,104,0.044383120819251824
2,1,105,0.023688048103790757
2,1,106,0.017084062282774995
2,1,107,0.01767382809041784
2,1,108,0.01942146721483224
2,1,109,0.020278808319291058
2,1,110,0.023502734649113392
2,1,111,0.043623773744160196
2,1,112,0.04008762232726697
2,1,113,0.037719641604091775
2,1,114,0.08541988755284521
2,1,115,0.12238946833071904
2,1,116,0.03729880344414329
2,1,117,0.017925533767758964
2,1,118,0.014485585240217458
2,1,119,0.0137690878598293
2,1,120,0.01303245938640484
2,1,121,0.013185137595122815
2,1,122,0.015581491797489532
2,1,123,0.025627756925899366
2,1,124,0.02053990793394468
2,1,125,0.02105361795998749
2,1,126,0.03080648990362865
2,1,127,0.028557276666522018
2,1,128,0.029670305370874478
2,1,129,0.04016914192949176
2,1,130,0.06825969083432525
2,1,131,0.07705912552143289
2,1,132,0.10243907720163839
2,1,133,0.11875667670857305
2,1,134,0.14223376354225437
2,1,135,0.17540224128647108
2,1,136,0.24006123825052186
2,1,137,0.27930633304718466
2,1,138,0.3071731815845755
2,1,139,0.2640104117983434
2,1,140,0.2089384912808736
2,1,141,0.19497079397178602
2,1,142,0.1269777128433401
2,1,143,0.06607599445251444
2,1,144,0.038043346876212684
2,1,145,0.024373511934986082
2,1,146,0.01832290956741444
2,1,147,0.01714474867920193
2,1,148,0.015412687972764978
2,1,149,0.015568954730383597
2,1,150,0.03614971666386615
2,1,151,0.16463853599438266
2,1,152,0.17790825919750547
2,1,153,0.01927183036835066
2,1,154,0.019352030436467153
2,1,155,0.023690442689614215
2,1,156,0.11841610841120934
2,1,157,0.09366693244337944
2,1,158,0.06063776854446934
2,1,159,0.03683088459347138
2,1,160,0.04910071760851044
2,1,161,0.0810504715183119
2,1,162,0.07246173749991044
2,1,163,0.06982992806682875
2,1,164,0.0677874389968831
2,1,165,0.070852215596508
2,1,166,0.06797280110321782
2,1,167,0.06859093404097856
2,1,168,0.07640261921587789
2,1,169,0.07171722491483237
2,1,170,0.06599861862151238
2,1,171,0.05990487375649119
2,1,172,0.05616564517136721
2,1,173,0.046044606403522696
2,1,174,0.06654333680010609
2,1,175,0.0777807083738516
2,1,176,0.07302883430629886
2,1,177,0.0645519169423155
2,1,178,0.05636550377091599
2,1,179,0.04715855542108372
2,1,180,0.04443919730346029
2,1,181,0.041608334606369
2,1,182,0.0341381311458966
2,1,183,0.029631129151685788
2,1,184,0.034405427164579463
2,1,185,0.020483778148829682
2,1,186,0.02364259981326782
2,1,187,0.016354783987821538
2,1,188,0.01349269350403938
2,1,189,0.015449436916334056
2,1,190,0.012699610213403196
2,1,191,0.012570248855960258
2,1,192,0.013407625876910108
2,1,193,0.014712419243605243
2,1,194,0.013308009577350854
2,1,195,0.013688868466542424
2,1,196,0.013201241160701958
2,1,197,0.012453201642031078
2,1,198,0.014341078916323514
2,1,199,0.011966938485749704
2,1,200,0.013634320603287703
2,1,201,0.01520624566315755
2,1,202,0.01637267977022366
2,1,203,0.0158325020539077
2,2,0,0.04216873439527533
2,2,1,0.06611610250460798
